##& xmin & xmax & central value & dy & TMS=56.25 & TMS=75.00

<histogram> 100 "log10d01 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +4.4571400e-10   +1.0810167e-10  +4.4571400e-10   +4.4571400e-10
  +3.0000000e-02   +6.0000000e-02   +4.4572000e-10   +1.0810193e-10  +4.4572000e-10   +4.4572000e-10
  +6.0000000e-02   +9.0000000e-02   +9.4387000e-10   +1.5731537e-10  +9.4387000e-10   +9.4387000e-10
  +9.0000000e-02   +1.2000000e-01   +8.1278000e-10   +1.4597890e-10  +8.1278000e-10   +8.1278000e-10
  +1.2000000e-01   +1.5000000e-01   +9.1764000e-10   +1.5510791e-10  +9.1764000e-10   +9.1764000e-10
  +1.5000000e-01   +1.8000000e-01   +1.4157900e-09   +1.9266500e-10  +1.4157900e-09   +1.4157900e-09
  +1.8000000e-01   +2.1000000e-01   +1.4158100e-09   +1.9266448e-10  +1.4158100e-09   +1.4158100e-09
  +2.1000000e-01   +2.4000000e-01   +1.7828600e-09   +2.1620314e-10  +1.7828600e-09   +1.7828600e-09
  +2.4000000e-01   +2.7000000e-01   +1.9401600e-09   +2.2554262e-10  +1.9401600e-09   +1.9401600e-09
  +2.7000000e-01   +3.0000000e-01   +2.6742900e-09   +2.6480170e-10  +2.6742900e-09   +2.6742900e-09
  +3.0000000e-01   +3.3000000e-01   +3.0937600e-09   +2.8480775e-10  +3.0937600e-09   +3.0937600e-09
  +3.3000000e-01   +3.6000000e-01   +3.5657000e-09   +3.0575648e-10  +3.5657000e-09   +3.5657000e-09
  +3.6000000e-01   +3.9000000e-01   +4.6406000e-09   +3.4881380e-10  +4.6406000e-09   +4.6406000e-09
  +3.9000000e-01   +4.2000000e-01   +5.1388000e-09   +3.6705767e-10  +5.1388000e-09   +5.1388000e-09
  +4.2000000e-01   +4.5000000e-01   +5.8205000e-09   +3.9065156e-10  +5.8205000e-09   +5.8205000e-09
  +4.5000000e-01   +4.8000000e-01   +7.3674000e-09   +4.3950647e-10  +7.3674000e-09   +7.3674000e-09
  +4.8000000e-01   +5.1000000e-01   +8.4162000e-09   +4.6974821e-10  +8.4162000e-09   +8.4162000e-09
  +5.1000000e-01   +5.4000000e-01   +9.0978000e-09   +4.8770059e-10  +9.1240000e-09   +9.1240000e-09
  +5.4000000e-01   +5.7000000e-01   +1.1693500e-08   +5.5309237e-10  +1.1719700e-08   +1.1719700e-08
  +5.7000000e-01   +6.0000000e-01   +1.3476300e-08   +5.9441356e-10  +1.3476300e-08   +1.3476300e-08
  +6.0000000e-01   +6.3000000e-01   +1.5940800e-08   +6.4490067e-10  +1.6019500e-08   +1.6019500e-08
  +6.3000000e-01   +6.6000000e-01   +1.8588900e-08   +6.9762990e-10  +1.8615100e-08   +1.8615100e-08
  +6.6000000e-01   +6.9000000e-01   +2.0686400e-08   +7.3460264e-10  +2.0791200e-08   +2.0791200e-08
  +6.9000000e-01   +7.2000000e-01   +2.3439400e-08   +7.8218798e-10  +2.3544300e-08   +2.3544300e-08
  +7.2000000e-01   +7.5000000e-01   +2.6192300e-08   +8.2868378e-10  +2.6192300e-08   +2.6192300e-08
  +7.5000000e-01   +7.8000000e-01   +3.0938000e-08   +8.9987471e-10  +3.0990000e-08   +3.0990000e-08
  +7.8000000e-01   +8.1000000e-01   +3.0622600e-08   +8.9299293e-10  +3.0754100e-08   +3.0780100e-08
  +8.1000000e-01   +8.4000000e-01   +3.4451000e-08   +9.4859660e-10  +3.4556000e-08   +3.4582000e-08
  +8.4000000e-01   +8.7000000e-01   +3.7702000e-08   +9.9046123e-10  +3.7991000e-08   +3.7991000e-08
  +8.7000000e-01   +9.0000000e-01   +3.8620000e-08   +1.0015214e-09  +3.8986000e-08   +3.8986000e-08
  +9.0000000e-01   +9.3000000e-01   +3.9486000e-08   +1.0114463e-09  +3.9931000e-08   +3.9957000e-08
  +9.3000000e-01   +9.6000000e-01   +3.8856000e-08   +1.0022650e-09  +3.9380000e-08   +3.9407000e-08
  +9.6000000e-01   +9.9000000e-01   +3.8882000e-08   +1.0036048e-09  +3.9275000e-08   +3.9328000e-08
  +9.9000000e-01   +1.0200000e+00   +3.8935000e-08   +1.0013071e-09  +3.9538000e-08   +3.9616000e-08
  +1.0200000e+00   +1.0500000e+00   +3.4766000e-08   +9.4169386e-10  +3.5658000e-08   +3.5736000e-08
  +1.0500000e+00   +1.0800000e+00   +3.3455000e-08   +9.2222475e-10  +3.4346000e-08   +3.4477000e-08
  +1.0800000e+00   +1.1100000e+00   +3.3376000e-08   +9.1417680e-10  +3.4739000e-08   +3.4923000e-08
  +1.1100000e+00   +1.1400000e+00   +2.9706000e-08   +8.5753529e-10  +3.1305000e-08   +3.1436000e-08
  +1.1400000e+00   +1.1700000e+00   +2.8237300e-08   +8.3063448e-10  +3.0046900e-08   +3.0282600e-08
  +1.1700000e+00   +1.2000000e+00   +2.5772800e-08   +7.8110662e-10  +2.8158700e-08   +2.8420900e-08
  +1.2000000e+00   +1.2300000e+00   +2.3701600e-08   +7.4177305e-10  +2.6113700e-08   +2.6664300e-08
  +1.2300000e+00   +1.2600000e+00   +2.1892400e-08   +7.0257949e-10  +2.4881400e-08   +2.5405800e-08
  +1.2600000e+00   +1.2900000e+00   +1.9952300e-08   +6.6401353e-10  +2.2836300e-08   +2.3387000e-08
  +1.2900000e+00   +1.3200000e+00   +1.7120600e-08   +5.8977103e-10  +2.1315700e-08   +2.1971100e-08
  +1.3200000e+00   +1.3500000e+00   +1.5652400e-08   +5.4932379e-10  +2.0057200e-08   +2.0948700e-08
  +1.3500000e+00   +1.3800000e+00   +1.3161700e-08   +4.7916101e-10  +1.8720000e-08   +1.9611400e-08
  +1.3800000e+00   +1.4100000e+00   +9.9368000e-09   +3.8841946e-10  +1.5626300e-08   +1.6963400e-08
  +1.4100000e+00   +1.4400000e+00   +8.3900000e-09   +3.3113632e-10  +1.4970800e-08   +1.6281600e-08
  +1.4400000e+00   +1.4700000e+00   +6.3711000e-09   +2.6636967e-10  +1.2768400e-08   +1.4315300e-08
  +1.4700000e+00   +1.5000000e+00   +4.4835000e-09   +1.9634689e-10  +1.1352600e-08   +1.3187900e-08
  +1.5000000e+00   +1.5300000e+00   +3.1199900e-09   +1.3911844e-10  +1.0461300e-08   +1.2611100e-08
  +1.5300000e+00   +1.5600000e+00   +1.3109300e-09   +6.3716854e-11  +7.7344000e-09   +1.0487400e-08
  +1.5600000e+00   +1.5900000e+00   +8.9143000e-10   +4.7583931e-11  +6.3973000e-09   +8.9405000e-09
  +1.5900000e+00   +1.6200000e+00   +3.1462000e-10   +1.9761083e-11  +4.8242000e-09   +7.6296000e-09
  +1.6200000e+00   +1.6500000e+00   +2.6218300e-10   +1.5429979e-11  +3.1724500e-09   +6.2663000e-09
  +1.6500000e+00   +1.6800000e+00   +1.3109300e-10   +8.7985058e-12  +1.9663900e-09   +4.8766000e-09
  +1.6800000e+00   +1.7100000e+00   +1.3109300e-10   +8.8029878e-12  +1.0225200e-09   +4.2475000e-09
  +1.7100000e+00   +1.7400000e+00   +0.0000000e+00   +0.0000000e+00  +3.6706400e-10   +3.0151000e-09
  +1.7400000e+00   +1.7700000e+00   +7.8657000e-11   +7.9104071e-12  +1.5731100e-10   +2.2547900e-09
  +1.7700000e+00   +1.8000000e+00   +5.2438000e-11   +5.1013424e-12  +7.8656000e-11   +1.4158000e-09
  +1.8000000e+00   +1.8300000e+00   +5.2436000e-11   +7.7313000e-12  +5.2436000e-11   +8.6522000e-10
  +1.8300000e+00   +1.8600000e+00   +2.6220000e-11   +4.0948000e-12  +2.6220000e-11   +2.3596800e-10
  +1.8600000e+00   +1.8900000e+00   +5.2436000e-11   +1.0487000e-11  +5.2436000e-11   +7.8656000e-11
  +1.8900000e+00   +1.9200000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +2.6218000e-11
  +1.9200000e+00   +1.9500000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +1.9500000e+00   +1.9800000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +1.9800000e+00   +2.0100000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.0100000e+00   +2.0400000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.0400000e+00   +2.0700000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.0700000e+00   +2.1000000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.1000000e+00   +2.1300000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.1300000e+00   +2.1600000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.1600000e+00   +2.1900000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.1900000e+00   +2.2200000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.2200000e+00   +2.2500000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.2500000e+00   +2.2800000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.2800000e+00   +2.3100000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.3100000e+00   +2.3400000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.3400000e+00   +2.3700000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.3700000e+00   +2.4000000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.4000000e+00   +2.4300000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.4300000e+00   +2.4600000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.4600000e+00   +2.4900000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.4900000e+00   +2.5200000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.5200000e+00   +2.5500000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.5500000e+00   +2.5800000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
  +2.5800000e+00   +2.6100000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00
